Striker_ID,Nationality,Footedness,Marital Status,Goals Scored,Assists,Shots on Target,Shot Accuracy,Conversion Rate,Dribbling Success,Movement off the Ball,Hold-up Play,Aerial Duels Won,Defensive Contribution,Big Game Performance,Consistency,Penalty Success Rate,Impact on Team Performance,Off-field Conduct
254,Germany,Right-footed,Yes,20.1623263,11.16092539,27.61839599,0.4169367103,0.1993955526,0.6849162288,80.58118325,55.51775384,14.54187414,35.93114755,4.034031136,0.6144029655,0.8365759986,8.933614209,6.550277832
255,England,Left-footed,Yes,7.40315017,5.151803334,33.59368295,0.65112026,0.1373803278,0.6926052434,73.6761984,53.07749671,21.16924013,34.65243329,5.364635207,0.7304214729,0.6058432199,8.438337333,8.108103326
256,Germany,Left-footed,Yes,12.57882964,15.89714619,16.53251287,0.7373658545,0.2181815941,0.6548340524,71.4808942,40.31076858,25.17721708,42.94971456,4.732339286,0.6457728412,0.5615094491,10.63954357,8.251097173
257,England,Right-footed,Yes,21.33455575,9.479953703,36.70800671,0.5862551485,0.2443443695,0.7195024984,61.18931663,61.03438129,15.81968924,25.02742355,6.175041976,0.8070421173,0.8346117329,6.833821345,6.087882897
258,France,Right-footed,No,11.46165267,8.554508371,27.93313307,0.6952874547,0.1789619103,0.6241717931,62.87779236,80.4207604,27.12247911,52.80939577,5.522605003,0.7168568629,0.8492014281,8.297763852,12.63527358
259,Brazil,Right-footed,No,17.21909714,5.424926659,20.06491701,0.7612278258,0.06978930717,0.5869384665,81.8673462,62.77358462,19.54146988,33.34577702,3.745990158,0.698133328,1,5.831198047,5.185413113
260,Brazil,Right-footed,No,18.87317027,10.10092964,24.60961646,0.7314914454,0.2099474073,0.7622711224,84.36335406,59.77721021,15.56115244,47.21903485,11.04518046,0.8353201545,0.8158094876,11.90473983,5.403792193
261,Brazil,Left-footed,Yes,10.36534764,6.273086521,28.90828839,0.7639964529,0.2218369276,0.7629529584,67.61889564,63.22082311,24.98816038,27.30001403,9.505081462,0.7529430592,0.8819739717,10.9672673,10.62845315
262,Germany,Right-footed,Yes,14.70237322,8.366029444,25.53203774,0.6742127491,0.2202147377,0.619568424,70.46002747,59.88907996,18.56602882,46.68840131,5.441961157,0.8016644446,0.7804527356,7.023760869,9.426532502
263,France,Right-footed,Yes,0,15.68025361,28.77129195,0.6075433639,0.2617891096,0.7895355431,60.95385625,51.86985628,23.79757444,46.71944608,7.544842793,0.6518674063,0.8297227222,7.77317246,5.948070365
264,England,Right-footed,No,9.878061793,7.711820301,18.55528485,0.4398034188,0.146447316,0.6368422271,81.72756845,68.23279916,18.54120684,43.84202072,7.83493018,0.6095183056,0.9667256842,9.718595199,9.21457803
265,Spain,Right-footed,Yes,13.73715924,11.44781998,26.18552577,0.5753937512,0.2340108053,0.7253165238,76.65416824,62.25761523,19.70086928,30.05571478,9.38217171,0.7607207962,0.5876007182,6.70572099,10.93570089
266,England,Right-footed,No,8.76108409,5.890470725,15.10399852,0.5156753405,0.2596253756,0.7820344013,89.41217436,60.17613252,22.46780102,42.4954819,5.362789947,0.7181153645,0.8413616258,5.686751858,7.939473885
267,Spain,Right-footed,No,23.16205652,7.895034529,24.22141757,0.8170942717,0.1110706208,0.6966387435,61.21676923,50.24633973,21.45448529,28.16943815,9.184213568,0.8126434672,1,8.747979502,13.1976458
268,England,Left-footed,No,7.84929311,13.31240191,18.67264651,0.5824114188,0.2159825913,0.7454740912,66.21992101,73.03507932,10.0223411,37.47236745,5.904189392,0.7420091547,0.8282034219,7.156878492,4.551876378
269,France,Left-footed,No,12.79977757,6.119098827,19.8512904,0.6123204807,0.1747910084,0.6483570356,72.31445923,66.64702745,14.3937813,50.29413101,4.328275192,0.7705075339,0.9650572963,7.365988899,9.387646908
270,Spain,Right-footed,No,15.65370289,13.43734567,33.65265223,0.6551485376,0.1959238663,0.6803533417,76.46489538,54.47079163,24.64704992,47.96701927,8.448273119,0.587661747,0.737078785,5.331457314,10.33305667
271,Germany,Right-footed,No,22.20636645,10.12325581,32.63917084,0.6043602446,0.2173838242,0.6794140569,67.84332362,70.01824854,19.33931706,40.15182943,9.581516848,0.938843694,0.7967952506,3.564655703,9.782687803
272,England,Right-footed,Yes,7.820689244,6.312599672,29.26396685,0.769505104,0.1756385718,0.6253421653,61.2703891,55.02429162,17.38134349,30.25193424,12.17581795,0.7335758015,0.8033524702,7.47228482,7.591288547
273,England,Left-footed,Yes,20.81581876,9.897223217,17.35381065,0.5377350638,0.166214596,0.6823225837,78.81407529,52.17996507,13.20712992,46.45587712,4.60054947,0.819758697,0.5782408921,8.809924083,7.419117036
274,Spain,Right-footed,No,15.05116531,10.91766335,22.78514085,0.6194607455,0.2017076209,0.5451381701,77.21135363,52.40296883,14.60131839,40.19381238,8.39783937,0.666390833,0.6831822172,6.548386502,8.888290342
275,Germany,Left-footed,No,10.09245674,9.865429887,33.4916839,0.5257529414,0.1456377031,0.6508846253,60.83725899,42.28931447,9.8910068,16.79684402,6.180397512,0.7808009902,0.6903124921,9.872859039,9.631508973
276,Germany,Right-footed,Yes,17.31051737,3.28932584,25.9920184,0.4679977489,0.1457087436,0.6715124507,83.55442801,64.7154238,19.49359641,47.82629826,8.566717421,0.6197155236,0.8822066078,5.592167349,9.204946873
277,France,Right-footed,No,15.99529848,5.818588473,41.23530678,0.5388230909,0.2339686641,0.6743820248,81.70198709,41.68855122,17.0078121,39.75767166,4.059020898,0.7952067838,0.8872153106,4.89059109,10.08011578
278,Germany,Right-footed,No,11.99891561,7.257444093,27.75322488,0.5962963203,0.1425602982,0.6758502554,71.34296497,47.71556169,15.16706055,52.02451248,4.474460449,0.7144025916,0.8324036443,6.865539386,5.962260086
279,Germany,Right-footed,Yes,15.34901042,7.776699713,26.34434382,0.5570697775,0.233315625,0.69382358,70.79597862,39.24411991,19.65938287,29.04729481,5.448250354,0.7529190504,0.8824102897,6.834814849,7.544458042
280,Germany,Left-footed,No,13.07343202,9.862016293,22.83618475,0.530757902,0.2231295646,0.7479441518,75.54057771,59.13930307,21.81985315,8.232961868,7.157928091,0.819797403,0.7835850587,8.539937463,6.119968136
281,Brazil,Left-footed,No,15.56758673,8.533103003,25.93478633,0.4593682536,0.1137096636,0.7874517074,61.3829693,58.4967954,30.46598966,42.79083858,5.717837467,0.6267459689,0.920193167,5.450074352,7.227774448
282,France,Right-footed,No,18.31065337,3.993966924,23.93271115,0.5916894427,0.1661217674,0.6350234773,70.30031479,56.73303787,12.4405829,42.91563677,8.318108688,0.6815508269,0.8008788443,9.736188474,10.03044178
283,England,Right-footed,Yes,22.93008408,9.140593553,29.95676074,0.4495279626,0.2597054702,0.5796799145,48.47616455,49.57422305,25.79690522,23.09328372,9.053789237,0.7957324281,0.8057864047,10.93383393,8.215967841
284,Spain,Left-footed,Yes,8.810922506,9.831757236,31.69691622,0.6760055964,0.1509417234,0.5957955588,78.76455646,48.27766247,24.86550781,30.21500454,8.199155082,0.9598221475,0.7734407367,6.921711946,13.21371833
285,England,Left-footed,Yes,25.66516687,9.679371344,19.49807378,0.6082439753,0.1767797869,0.6512797079,54.38506778,64.64369864,16.1045363,67.55217744,10.23757528,0.7361917665,0.8684450478,9.49942084,8.386812734
286,France,Left-footed,No,5.239561002,11.24234218,15.68136933,0.4542448501,0.2231030447,0.6648078682,85.03419828,54.49448068,21.01617977,36.94389386,7.831653259,0.8091136118,0.7578801183,4.887005859,8.119383761
287,Spain,Left-footed,No,14.24107452,10.50176646,12.14656239,0.5690790923,0.2391695255,0.6230003934,66.69879906,63.16358322,17.71183375,47.30958976,4.566206579,0.739302853,0.8976431377,9.150443082,8.212365839
288,France,Right-footed,Yes,17.94158603,9.377540238,28.55593929,0.5247843594,0.1874230557,0.5703883336,67.88333018,51.14751314,20.9284429,33.49340173,9.726753027,0.9442245595,0.6867850859,9.094552817,6.724382614
289,Germany,Left-footed,No,16.40495934,7.789502866,17.27643376,0.631917451,0.1701244903,0.6543879173,63.72266094,61.81062743,27.54565507,19.09697101,5.789687529,0.5752778333,0.6901083745,8.72687456,7.884326775
290,Spain,Right-footed,No,11.8865024,3.017117199,9.929765849,0.7340450446,0.2711184931,0.718142662,67.11961126,73.03278037,23.02803116,38.29741753,8.820836999,0.7594621045,0.8687426755,6.968873822,10.25557605
291,Germany,Left-footed,No,13.95938875,9.288854657,27.72005023,0.412482753,0.2869449832,0.7595029466,84.18531345,65.861658,22.54304187,37.3439544,10.14746843,0.5874455966,0.7911455785,1.091502118,8.227941336
292,England,Left-footed,No,12.53499533,8.623063061,42.45099662,0.6115026079,0.2489429025,0.6442576947,45.12191343,55.87586182,17.8484534,36.00121761,7.913376021,0.4993428429,0.7546108584,5.716545713,6.41308054
293,England,Left-footed,No,12.05317622,8.814736512,24.95750362,0.5839867204,0.2042659071,0.6587002178,82.76965386,62.5719897,12.57971668,38.85359164,4.007682374,0.7797462053,0.8890057732,5.748167965,6.149830759
294,Spain,Left-footed,Yes,19.24801049,4.169754273,30.86943542,0.6671340076,0.1595867139,0.6073301691,73.38023481,57.59334825,18.95765895,42.64268272,5.163575667,0.7639497796,0.7392738586,5.043490124,7.099596217
295,Spain,Left-footed,No,16.78507743,4.756830379,25.57280551,0.6213196628,0.1584777797,0.696856083,57.92978352,60.07880185,26.03304077,38.49883049,9.645488934,0.7215163062,0.7799798746,7.244486009,8.147726869
296,France,Right-footed,Yes,11.53545202,11.15945856,24.30777243,0.5248030668,0.2261257053,0.6151571366,59.24687607,56.74388948,12.36416072,27.35993832,6.661754629,0.739380591,0.939922795,6.162073109,10.38717307
297,France,Right-footed,No,19.49799938,7.881334538,31.43353538,0.5680946064,0.220919911,0.7573127813,86.76393027,58.35664794,14.72455316,44.86184792,7.15914707,1,0.9539142346,5.35077598,5.319022717
298,Germany,Left-footed,Yes,16.5364976,10.04450209,22.96807819,0.5203974143,0.2700799296,0.5214133508,60.5449312,62.12093353,20.63133868,20.50628245,8.517648832,0.7241824862,0.957239821,4.882399704,7.360347444
299,Spain,Left-footed,No,19.06431059,8.084955128,26.8717462,0.7076007139,0.2325225046,0.6640370328,58.46649489,50.066413,15.07672608,19.49642543,8.392645724,0.8010124361,0.7717874223,5.568974029,8.288620039
300,England,Right-footed,Yes,18.14814421,8.089268418,27.25188464,0.6021311649,0.1248459849,0.7301107339,81.37314542,49.84121173,16.03738276,47.39180495,7.557599625,0.685063518,0.9230702905,9.242998424,4.332588465
301,France,Left-footed,No,10.85502495,10.81485142,20.32336682,0.7901190686,0.2525973809,0.7183834516,73.38552876,46.11457446,17.88200709,45.07020272,6.582663258,0.7795232575,0.7051047172,5.677949891,6.332803434
302,France,Left-footed,Yes,12.1990948,6.451865815,31.94429645,0.5939339186,0.1500969686,0.9693033664,60.62074423,43.99728895,13.17191298,39.42604635,6.374663109,0.7261766325,0.7093097125,5.970122587,6.640222921
303,England,Right-footed,No,18.73646803,8.288362331,23.7752817,0.5291593233,0.1808014364,0.7349800025,72.16624975,47.82717308,15.12939077,26.04551495,8.715797651,0.7089481517,0.5649544147,6.08660477,6.408059252
304,France,Left-footed,Yes,18.05185133,6.613174134,19.70978388,0.4486285607,0.2125100103,0.5995945403,59.74247316,61.59462507,23.51713958,32.92089059,8.107139062,0.9318898532,0.9672868202,7.677987028,8.38377909
305,Germany,Left-footed,No,14.89549203,6.696511318,28.7555689,0.4196860324,0.2997833745,0.6904535753,81.00821398,51.07212485,13.46315109,37.37253252,6.485399999,0.8677184963,0.7136020151,7.912498977,7.678880781
306,Spain,Right-footed,Yes,15.58663692,7.07248363,18.71072413,0.4415864057,0.3554959278,0.5223753667,80.61370965,65.13614464,12.01063933,24.04106031,9.164224626,0.7636746647,0.787346742,0.9106869215,6.889427795
307,England,Right-footed,Yes,21.38832448,8.666401315,25.1972681,0.6267126651,0.230336153,0.6919400251,75.32006199,60.34713749,16.8498751,32.60971342,6.74193177,0.5195788064,0.7089675658,9.043270428,8.855925253
308,Spain,Right-footed,No,12.04214306,6.563754135,24.93616702,0.6508725023,0.1908401691,0.6166943943,73.61661061,40.31495787,23.65977751,46.52330338,5.296675651,0.7138990777,0.8695165248,9.872736068,11.44614944
309,France,Left-footed,No,17.73548691,11.76726838,32.60126896,0.4418809298,0.2267252824,0.7915390276,87.61188125,66.54975584,19.01539096,54.27305364,5.482058602,1,0.7624366339,4.899626925,11.27851303
310,France,Right-footed,Yes,13.98903674,5.316178093,28.32288763,0.6895038314,0.2443827713,0.6450459725,69.99686327,68.10798646,17.67709461,35.80565247,5.042518327,0.7269338333,0.669518311,5.055403511,4.154456456
311,England,Right-footed,No,13.91159398,7.439385068,24.82481129,0.5516938948,0.1839666187,0.6883234084,58.18125875,50.06137325,20.22179399,47.56488354,6.455179967,0.8603217572,0.8441662564,6.099493224,9.154144368
312,Germany,Right-footed,Yes,20.49388426,6.680806825,30.72436409,0.6146793012,0.2897605678,0.6364442159,74.49473913,64.20191543,11.27146284,20.85939929,9.467448557,0.8941942402,0.6566269975,5.487991961,7.64395342
313,Brazil,Right-footed,Yes,19.12708174,12.34093365,34.73145284,0.7612220628,0.211503538,0.8738851352,90.8604705,51.43501763,22.47352827,46.59451241,5.389809638,0.7718963916,0.7162594275,7.447853748,8.310310686
314,England,Right-footed,Yes,19.06754818,8.58966433,28.90467214,0.6896839316,0.2248871545,0.6678757234,59.85240507,60.97670377,21.91717516,31.96051585,7.376951522,0.6658178368,0.5893110885,3.106949427,7.203433933
315,Brazil,Right-footed,No,21.52739404,11.09553362,25.07246834,0.5731469352,0.2332962126,0.8832557043,66.38537233,47.35501593,17.95345763,43.07345617,5.686621309,0.5064687668,0.6576041888,4.764144784,8.23517726
316,Brazil,Left-footed,Yes,15.10501921,3.543318881,15.81714637,0.5108807775,0.2210793305,0.7814151762,74.16446038,42.06893547,25.02962256,37.52247582,6.479381917,0.8184163209,0.817852917,10.0783944,8.302814792
317,Germany,Left-footed,Yes,18.40976486,8.801150798,17.54420436,0.3848184599,0.241947025,0.7482066727,69.46095151,56.1718281,14.36251951,53.2041401,3.979917576,0.6685243997,0.6035463962,5.143560065,6.842096485
318,Brazil,Right-footed,No,13.44866622,10.66889239,22.86342707,0.5280846681,0.1691373407,0.7368733147,60.1769642,58.76271054,25.63954497,31.25564352,6.558923542,0.7676150452,0.6518854275,9.486856556,6.207264904
319,Brazil,Right-footed,No,16.62083176,8.246851968,20.73341458,0.5788869761,0.1720849123,0.7393797298,81.21857856,56.02320306,20.77246833,46.27606298,6.61258924,0.625017966,0.7997631084,7.710676391,7.102608635
320,Germany,Right-footed,No,14.34928473,11.19644113,23.69120088,0.5012820473,0.1449922884,0.5072327421,93.20040722,48.15969442,18.31723705,37.20492537,8.080575888,0.723476246,0.7456393104,3.381464571,8.468518529
321,Brazil,Left-footed,No,15.48497982,6.44813465,25.39654947,0.5868743033,0.2219750615,0.6721116606,71.96131459,56.00100938,19.90063182,38.41694522,7.446561827,0.7533719055,0.9992036636,8.27065839,9.197992683
322,Brazil,Left-footed,Yes,17.97578513,12.22804232,28.70784928,0.6076851883,0.2389468252,0.7845157971,60.9593171,62.69294753,19.46367617,38.16146107,4.60321575,0.7768593581,0.9833896546,6.764665396,9.706697955
323,Brazil,Left-footed,Yes,10.90889658,14.89669437,24.50650855,0.5775144018,0.2228886433,0.6951102817,54.51039475,59.5510697,26.10141448,31.54326896,9.168396488,0.6385177813,0.7132077537,6.089065888,7.011619954
324,England,Left-footed,Yes,25.46193638,6.911484319,28.40551151,0.5349997419,0.2837246217,0.5594810153,72.57975981,61.82501031,14.61660436,39.85901034,7.42060608,0.8696910949,0.8557137618,7.489914186,8.567689135
325,England,Left-footed,Yes,9.969913093,6.663492436,25.4513209,0.6168654672,0.1997201991,0.6947595549,81.03877343,53.298848,16.1874038,39.37351778,7.396787034,0.6903105215,0.8749282557,7.949266971,9.925005184
326,England,Left-footed,No,8.929056936,12.36015343,11.17173404,0.644194065,0.2334370828,0.8704105516,74.75167746,71.71717915,25.18151446,42.41240248,6.981635293,0.582553054,0.7402521142,8.415183644,10.33118979
327,Germany,Left-footed,Yes,20.79055437,12.73871644,18.42465224,0.4909600923,0.1454149562,0.8246891716,69.97596159,48.23826663,17.02232532,40.84505146,5.964485106,0.739097658,0.6504458464,9.356505695,7.882334292
328,France,Left-footed,Yes,18.95831347,6.431419919,23.99138711,0.741093238,0.1806450149,0.6937995991,64.10728348,64.87560297,24.50266539,47.9799455,7.435604679,0.7534375309,0.7987701551,7.816271826,7.55813655
329,Brazil,Left-footed,No,18.12059909,6.739439549,16.5321368,0.5901411868,0.2347768879,0.7951449277,59.07836367,71.81891093,28.49717992,49.23508616,7.951176872,0.7660589433,0.7827154325,4.248731822,8.382248468
330,Brazil,Right-footed,Yes,18.14172755,7.154646173,29.19950111,0.6018849623,0.2424551055,0.663349298,78.34751326,64.80908093,17.99102487,29.49376678,3.506208617,0.8862132404,0.7564235503,6.052709085,5.700585054
331,Germany,Right-footed,Yes,14.93876614,3.966648467,35.71525583,0.6708214423,0.1853016526,0.5296128413,79.13771621,57.97475773,23.40681163,48.68772501,5.922478325,0.7263551163,0.8442316868,12.88609667,7.612780978
332,Brazil,Right-footed,Yes,10.51372814,5.244044161,33.53133296,0.6233216131,0.1964200374,0.6075534012,54.54270213,54.71702953,14.23153859,28.13663573,6.490106059,0.7380380376,0.7249270393,8.448982121,9.489172797
333,England,Right-footed,Yes,15.37902279,4.9875777,23.5058999,0.6953136634,0.1241063127,0.8562888769,85.89838978,70.36087651,23.77366649,45.87855888,7.512341211,0.6396815619,0.6848002452,11.7385746,9.283894259
334,France,Left-footed,Yes,11.61419144,5.696607305,35.43508296,0.6287124165,0.18214854,0.6726006918,75.74071221,45.77025075,20.99711993,46.19738785,9.386622012,0.8320553503,0.810908297,9.790868164,7.459464791
335,Spain,Left-footed,Yes,19.87559867,7.895945338,26.0406722,0.5387562625,0.2445191582,0.6756616021,83.99594645,50.2987574,22.36519141,20.88683108,5.456518371,0.7684309064,0.8385970093,7.483604143,8.435436402
336,Brazil,Right-footed,No,14.26471309,8.702644198,22.6403982,0.6361503525,0.2287602508,0.6700161804,56.57872252,56.02442235,16.77213964,40.92979247,6.004076306,0.7079972273,0.6823355056,7.60281414,6.350699319
337,England,Left-footed,No,10.87251402,12.65150148,20.70618136,0.4856273793,0.2250332861,0.890413659,56.34175845,72.37653758,11.69458292,35.31503887,5.974931779,0.5595325307,0.8928090611,6.92683992,9.406984296
338,Spain,Right-footed,Yes,13.39307079,5.004937878,22.88271219,0.6108559706,0.2024886844,0.8625958915,68.5103069,63.79767636,22.51626032,32.41234742,5.39694482,0.8944412195,0.6229518862,3.524390768,7.844357128
339,France,Left-footed,Yes,17.06465727,10.9529672,22.28276227,0.5966770009,0.2003531579,0.9218780233,75.02784427,50.31954241,9.682984238,53.50852331,6.30562701,0.6272320036,0.7421886541,7.036094505,7.448097097
340,Spain,Right-footed,No,12.18137724,7.358033467,26.19291356,0.5791883143,0.166983943,0.684095479,87.96360823,56.89692295,18.41324754,33.46320859,8.54160444,0.6908721991,0.7741991464,9.421349105,7.276552328
341,England,Left-footed,Yes,10.88889802,7.851608871,26.12401787,0.5871462489,0.234941421,0.7295624489,77.06078914,53.85676856,24.70590933,31.93623071,4.892329009,0.7858344511,0.7363776287,5.80072001,7.874212266
342,Spain,Left-footed,Yes,16.21843606,10.02445848,25.02132214,0.4118150955,0.2210486472,0.5483357451,67.57318723,52.90211008,20.95948868,40.7569494,7.85562879,0.6303442071,0.7434939526,7.823905998,7.10424471
343,Germany,Right-footed,Yes,16.22483286,4.631833935,28.05856719,0.5451275092,0.2246009424,0.8476934426,59.73630792,69.78889559,29.74171322,46.85589746,3.59619554,0.6006490222,0.9871074482,8.703182092,9.316286072
344,Spain,Left-footed,No,12.46528412,9.147229239,33.33452392,0.6092844901,0.1736982579,0.5832220449,82.30000573,46.28256871,25.12554576,38.58351414,5.877324007,0.5376052417,0.7149115911,5.180639121,7.209432904
345,Brazil,Right-footed,Yes,12.64480847,8.499356625,31.64687895,0.6159856392,0.09233285401,0.7216775564,60.35294574,76.08780856,16.73050806,51.66370546,6.3410214,0.8220996953,1,6.097394271,11.18592819
346,Brazil,Right-footed,No,16.16024969,9.477353792,14.60571422,0.4972324859,0.2548576356,0.5902697472,86.28468555,68.2822969,20.1365669,45.30975662,10.34971935,0.6954813755,0.843712678,4.964177019,10.93042101
347,Germany,Right-footed,Yes,7.759578293,8.867505932,7.122552056,0.7265707841,0.1760581272,0.6411133173,67.1561535,70.90861671,19.76314649,18.2178868,6.45039539,1,0.8092055137,5.355668787,6.21691302
348,England,Right-footed,No,7.962681128,15.36590042,31.54023938,0.5133825152,0.1568612118,0.6162737569,85.90582073,55.37060488,12.08911618,34.70533036,2.597513053,0.6505644934,0.8476240353,4.424789433,8.139408539
349,Brazil,Left-footed,No,11.40777889,6.086780047,15.43184911,0.6969457201,0.2346739456,0.6392124739,76.7893129,58.50059281,15.29800542,34.38157901,3.002222186,0.6578548977,1,5.199103077,6.698686757
350,France,Left-footed,Yes,13.93276424,6.407009135,23.42664219,0.6427194362,0.180399368,0.6460877297,68.63004511,45.66848185,17.19619547,44.79360953,7.068059173,0.693460703,0.7006406996,9.838911362,7.346704874
351,Brazil,Left-footed,No,16.55453783,6.130578421,16.80920882,0.535377269,0.2529968192,0.6451731205,64.80603628,54.75337593,9.818897486,13.75182944,8.227541712,0.7743134655,0.6879582081,5.169045942,12.00485494
352,Brazil,Right-footed,Yes,22.37678108,6.333568643,12.38613694,0.7775310893,0.2308502975,0.7833333912,66.59092123,64.93654848,20.23746734,65.49009709,7.750911715,0.7029796661,0.7245133803,7.252918438,7.384857166
353,England,Left-footed,No,19.28829812,6.087838618,28.7902391,0.4806363168,0.2341784662,0.5895137207,74.28316692,72.96063062,18.75464078,45.31026095,7.335140212,0.8112332214,0.8032143147,5.994262493,8.720452074
354,Spain,Right-footed,Yes,14.20030735,11.56704959,30.31408612,0.6919154174,0.1317022144,0.7220541427,70.77156496,48.92843183,11.63553049,41.48876804,9.324519195,0.652141161,0.6274228875,9.357731874,9.082642588
355,Brazil,Left-footed,Yes,14.90491896,12.26151274,20.96442719,0.7000582318,0.2605971993,0.8217959152,64.06188592,56.34494063,22.02106433,51.81567716,5.920817559,0.6118408282,0.8022339239,9.622324593,5.998741255
356,Germany,Left-footed,No,9.987353177,6.287761119,6.862703955,0.5329379791,0.2130625266,0.6486803635,68.3436859,58.4870078,23.57936372,63.43654053,8.789821112,0.5701785261,0.9693547133,8.728139964,6.289809051
357,Spain,Left-footed,Yes,14.90743432,5.502933281,21.17628886,0.73924653,0.181536143,0.6282081109,70.7857703,46.04210798,21.13517239,48.70746645,3.73597023,0.5276425832,0.8151407391,7.612269106,5.587955257
358,France,Right-footed,Yes,13.55670681,9.414246669,27.74262804,0.5749953485,0.2071694234,0.6769475375,48.71265906,65.91349242,18.37965912,49.48813096,5.190104334,0.6981930981,0.7707314541,6.537880926,6.228058532
359,England,Left-footed,No,16.6135928,6.343330867,14.64761902,0.6288693629,0.1111882384,0.8179725208,74.58168115,52.76009668,22.95721076,41.30690024,3.38591721,0.7199019688,0.7381839551,4.616250592,2.299939781
360,France,Left-footed,Yes,10.86384528,9.898795453,26.28351944,0.6260321839,0.2204326406,0.7194107631,60.20278775,58.04609649,23.4011018,38.58474247,6.450309399,0.6868562973,0.8898511705,10.88705776,9.089164802
361,Spain,Right-footed,Yes,17.59673257,8.608769063,24.89283106,0.5865691259,0.1485314246,0.6468785705,58.46667597,55.48050628,21.53701785,35.24204556,6.907477565,0.8743405797,0.7174167227,5.480653964,12.10838768
362,Spain,Left-footed,No,22.66369457,3.452767655,29.0550405,0.6810808273,0.1323664857,0.7483876651,53.12655653,52.10661494,15.87693875,31.73888008,7.228202984,0.872803021,0.9846395921,8.327292694,8.295641478
363,Spain,Right-footed,No,14.45619926,12.6425156,25.83706258,0.6793488721,0.1238820407,0.589770785,52.06107502,59.92955015,21.38300383,33.129859,7.123766706,0.7165197013,0.9933359748,9.119131145,5.167462281
364,France,Left-footed,Yes,17.00855861,13.38763302,18.18851741,0.4251468027,0.2556344187,0.768135951,56.44552497,57.84390421,25.97740325,26.49444036,5.144893338,0.5706078887,0.8256750799,5.889439006,6.714447234
365,Spain,Right-footed,Yes,18.45071996,6.161633929,33.37600051,0.7304340243,0.1685368303,0.7408607308,62.90979042,56.28142118,17.01685471,39.24128549,6.619518311,0.6933294892,0.7988484912,9.076025055,7.08224631
366,France,Right-footed,No,12.99389764,6.83689532,23.89029299,0.4337508012,0.2766863855,0.6692191529,89.53259138,52.71538378,30.4896967,23.15332423,4.005106663,0.6900178606,0.9030659808,8.528426407,5.964830446
367,Spain,Left-footed,No,16.12046241,8.857596172,24.80886822,0.7032546204,0.1732099268,0.6161414202,64.74120324,63.19524671,17.37184533,41.90916524,9.72645795,0.6842865038,0.9094798502,10.45592767,9.720365277
368,Germany,Right-footed,Yes,15.062962,9.00337037,18.46712429,0.7126705137,0.1146321021,0.6113319078,71.77750106,76.53617268,20.16203507,39.63669392,6.392747854,0.6802281096,0.7194008269,6.061307067,9.620520089
369,Spain,Right-footed,No,15.48838049,9.975632818,21.89702424,0.490903357,0.144173778,0.7534817336,74.00481387,61.39887233,16.63757202,41.46935298,6.022227762,0.6846537104,0.7473444867,4.428271965,5.689096412
370,France,Right-footed,Yes,11.13495108,14.03061362,18.806381,0.5589185712,0.261790581,0.8228980502,71.31065186,69.96118215,21.11635418,34.7786843,10.17788066,0.7113458384,0.6677652565,5.989020489,9.450162089
371,Brazil,Right-footed,Yes,15.12255087,7.469158318,23.78937758,0.4894295332,0.1922050911,0.6362692253,69.22556539,46.09778075,11.28889154,70.7686037,4.515506933,0.6864458901,0.8409064938,7.417707085,11.05362533
372,Spain,Right-footed,Yes,17.48999146,5.605108266,36.98195936,0.578507897,0.1725856352,0.7458386704,58.04706236,61.57761439,17.26979101,53.601159,4.748825772,0.7708322509,0.8666627883,7.116425454,11.80511641
373,Brazil,Right-footed,Yes,22.25571804,3.862042316,15.396692,0.5691965716,0.2080009113,0.4912972981,84.50927548,49.02631681,14.539394,27.554575,4.80755935,0.7860368716,0.6650074362,6.213124207,13.73042405
374,Germany,Left-footed,Yes,19.79635413,5.80720988,13.70507021,0.6779660532,0.2250891368,0.6415382269,88.07196644,45.23075072,20.67669174,42.32868087,6.864257237,0.6589354913,0.7544801095,3.181605082,6.196014701
375,England,Right-footed,No,25.76591229,7.900619081,35.29819229,0.7310308746,0.2558699408,0.6968941067,53.17341306,52.60628593,24.97223688,33.91993857,7.863263259,0.8771065326,0.6652746082,7.940965992,13.64844085
376,Germany,Right-footed,No,11.16326219,13.38367359,23.53473426,0.7395683811,0.2724249615,0.6090316583,59.75971409,71.91899334,23.23003094,29.85520273,8.479350936,0.6519937698,0.710120019,10.94468896,7.291587223
377,Spain,Left-footed,No,19.36160318,6.447166103,20.31649083,0.5437831973,0.1820115677,0.6063493625,67.20189658,69.50015829,8.141703196,26.59927929,12.14399063,0.5882199386,0.855101706,7.928502476,6.815069089
378,Brazil,Left-footed,No,15.91671003,8.671363855,32.27933281,0.5790778126,0.1336976157,0.6332220444,60.35462205,62.43004722,30.21034826,44.32216691,2.501135092,0.7880778071,0.7266517933,8.218271038,8.65414475
379,Brazil,Left-footed,Yes,25.94901467,7.950731312,20.76069122,0.4316561808,0.1793267419,0.7292192728,75.05965553,44.6729944,21.4763997,33.18619765,8.217471178,0.6682591866,0.7699174044,8.144890612,6.835877332
380,France,Left-footed,Yes,10.95850857,11.56517982,37.78206799,0.5194129934,0.2130140253,0.6812670982,62.71727798,58.03719349,16.1175043,49.67826024,5.885738855,0.7821291471,0.6372688272,7.79409334,8.798088281
